id	filename	md5	size	state
169d4338-44e0-4781-a0d4-33e5ee75e873	TCGA-OV.e2790b61-5daa-40de-85fa-763cb86fcfc4.gene_level_copy_number.tsv	e01156ca18b45c1b78c0477134138945	3482864	released
b2c0236e-35d2-4241-b5f7-e688f05d8c7d	TCGA-OV.9b968b89-9c5c-47eb-8402-e33a4161f42e.gene_level_copy_number.tsv	f231a09b2fa1499fcc1da46baa4814a5	3482306	released
7880c99e-bc43-4d40-a93d-a12f7f18c35a	TCGA-GBM.5fa7db3a-3f55-4a9a-be6e-107849d34fbd.gene_level_copy_number.tsv	d8bf637b4344ec3a97b663ba1d63a2f8	3482197	released
e43ea75c-42ab-4af6-9938-f8ce4da92f01	TCGA-OV.700b28ed-9160-4ab7-be99-2202ac1ca694.gene_level_copy_number.tsv	084ee29c18b42e03f040116f0387827d	3485252	released
00f3440e-05d5-4e8d-aecf-c0822242ad4a	TCGA-GBM.97a02ead-7306-4683-9cf8-ce960a87ec55.gene_level_copy_number.tsv	269b9c419acd1d957d0642901a600d87	3482559	released
37263ed6-3c21-4849-8756-73543e3c27ad	TCGA-OV.61a93ace-fc9c-44c5-a6fd-341bbc767f25.gene_level_copy_number.tsv	f9d1670dc5082a09482ca80a3d0a609f	3483443	released
51d15d5f-9afd-45b7-bceb-1a9df06df7f8	TCGA-OV.8c29ee0e-c6d1-412a-93c3-9bc90c22b16d.gene_level_copy_number.tsv	b2c12ff98f91886b414996318cb955fd	3482189	released
3c98a18c-73a3-4261-9886-b974c02fff3b	TCGA-GBM.d5bdc0ab-63d5-4f3e-9321-62de45850674.gene_level_copy_number.tsv	3bb26e2387b791a529905812b599b11a	3482535	released
d20c97f3-9375-4bbb-9b49-9dc4ba4a26d2	TCGA-OV.3746895b-2ff1-4dcb-9001-6023ebe66a34.gene_level_copy_number.tsv	bddfe7bce3a389e3089463a456790eea	3487873	released
d148cb4d-fc7c-4deb-9e72-b6abf66166f3	TCGA-OV.5b3a8dc0-c3ed-4616-8b9d-65673910c222.gene_level_copy_number.tsv	1eb46e07381551384e57e3dbb8c260ec	3482079	released
d0843c2c-ff04-4fdc-849b-1e2bb4b8e1f1	TCGA-OV.d5aabe0b-7274-49da-9d1a-558f1ef71877.gene_level_copy_number.tsv	ec519863cac85823d96e2dc3fead5155	3482354	released
518b3994-978f-45fb-a01b-0cc74d8febcd	TCGA-GBM.e2757d71-f94e-4c70-8a18-2c25face502c.gene_level_copy_number.tsv	54d38b4637fd5dc0d93c265c9ec5b0fb	3482113	released
154d294d-94ad-47dc-bfc1-ab692098bcc3	TCGA-PRAD.3dec3310-e68b-4651-9fa7-a3682fb9be1f.gene_level_copy_number.tsv	f96b1e509fed741b8ee2a16e95e27736	3482257	released
6b15a526-a2b2-4e0c-bb58-306c8096a1c0	TCGA-GBM.cedbe7d9-e27d-4550-9d8f-69b6d0a6e6b4.gene_level_copy_number.tsv	dfd0dd3987da83180d737ceee2b23d77	3483289	released
ab8d2850-4c6a-4f06-93a9-2e010e4a005f	TCGA-GBM.8f33585e-292f-437a-9d09-ebd5ee8f2bf5.gene_level_copy_number.tsv	b73b3fb1abc540ab176e210e7565294f	3482266	released
c1c5b292-f3af-4783-8289-cbe0b55d81cc	TCGA-OV.dcc7bdda-71fa-4e79-8a0e-28259dc2cdaf.gene_level_copy_number.tsv	8b0b0b13815b2389655bfbc423b3d93e	3484524	released
d99e1d5f-e2b1-45b4-8925-2e22ff67235b	TCGA-OV.69614804-5f34-4b8e-ac15-a4466ceb880b.gene_level_copy_number.tsv	57d55d7248c7c7a830ea85059632ae63	3482050	released
a3942367-de9d-4a2c-b89b-42ab8264f9ce	TCGA-GBM.7e29d71a-059d-466d-9299-049013151936.gene_level_copy_number.tsv	ca4f6207a695c69dcdfd5a436f5e2d24	3482278	released
d58f4d71-cbc3-4d9e-b438-17f6ee2993a8	TCGA-GBM.c21c0dac-e414-4493-9269-8d65e161168f.gene_level_copy_number.tsv	0f401dc1aa793050a677d9a23d8ac763	3482234	released
8873e3cc-80ed-42bd-8ab1-5719c9127730	TCGA-OV.c26c83eb-091f-4940-ae98-62e16254cc05.gene_level_copy_number.tsv	d00c765e87165ff7556a862ab781bea5	3484004	released
ce603efe-f9b8-4c78-9512-78edb80cff00	TCGA-OV.dfcb305a-ff38-4426-9baf-9e8154cd6e1b.gene_level_copy_number.tsv	8c83b8a0d9400453f8d206c9c8f357d3	3482555	released
27511e20-a3e4-47d6-b6e0-effb24ca2847	TCGA-GBM.57fffd68-6e65-4b10-bc61-265cbf31da22.gene_level_copy_number.tsv	55c72167c1da20fe9932effad936aae4	3482345	released
73dd999b-bf5c-4288-8e68-cf41121a0217	TCGA-GBM.553875c1-aea5-4766-801e-c3279f58cf11.gene_level_copy_number.tsv	6a7651ea8c67401af2150125cea84eb7	3482444	released
c3bde64a-f7c7-4d0e-9eb6-b0c9496d34b8	TCGA-OV.2805596c-3015-489a-8683-8df919934cb8.gene_level_copy_number.tsv	98079f160a1236abf72285bd81558eb1	3482653	released
3acf87f9-701a-446d-8283-358057eaba9b	TCGA-OV.52fce37e-fd7f-4b44-81ae-b2a3253f8699.gene_level_copy_number.tsv	00c06da238003f0ee66b38120180690b	3482063	released
8cfb563b-1ed2-4faa-af81-a3b2ee6b8fb1	TCGA-OV.236d5b82-7332-40a1-aadc-158e8302b923.gene_level_copy_number.tsv	ed3c671437193689180adacb2cde4491	3482116	released
125100f0-e075-464e-b816-ad499d9eb003	TCGA-KIRC.1fd20673-0b6d-4dc2-b7f5-dfd4d226b912.gene_level_copy_number.tsv	c7119d783236f02bf2cf47adaa9d4fb2	3482251	released
5cefd8cb-b0a5-4152-b942-e8a18ce3eb95	TCGA-HNSC.cd742486-9322-4882-9285-d2d52c5f25c4.gene_level_copy_number.tsv	a67cc882827d91c799b9d0bdec308703	3485157	released
560dc371-9fb7-45d5-8659-ade1cd51ed17	TCGA-KIRC.11fe3d0f-ea8c-4c5b-b6f7-3d711c7fd447.gene_level_copy_number.tsv	564b1889629ce50e2f0316d0f1361a25	3482272	released
70523710-4b43-49d8-8067-cbc3c66600fe	TCGA-KIRC.97ac3ad7-7291-466f-985d-97d50385af52.gene_level_copy_number.tsv	7de3097d2676fd91cea6e74c6a79fb13	3482341	released
6e670533-b5cc-4fb8-b307-d84a558d91fd	TCGA-HNSC.fec1fe05-69f3-4020-a731-4939f147e3c3.gene_level_copy_number.tsv	9467546562d195ad362e3f4af35aa61e	3482272	released
914d6066-4e79-49fc-82d1-2eceac5ff722	TCGA-KIRC.ada4a13a-2424-40b1-aae3-c5ba922205bc.gene_level_copy_number.tsv	afbf4fd29d4d7f621b0a2b233c4d2b33	3482269	released
10bf8b83-6dfc-4724-867c-dc0dafc5ef80	TCGA-KIRC.90baf5c5-d644-4767-ac48-80b897a3f56a.gene_level_copy_number.tsv	7bd258d93a68c12b09c3bf3740770f26	3482269	released
36a7b340-b19a-4699-b9ba-2a4b12771e4d	TCGA-KIRC.1e4ef184-e6ba-43d7-bd19-1e1409e91792.gene_level_copy_number.tsv	ee633ce21d27239607a5fc81055a8e00	3482179	released
6f317a21-b2e9-400b-ac43-8547454420b2	TCGA-KIRC.471c575d-ca38-4eab-bc77-c7737b657c2e.gene_level_copy_number.tsv	2dfc6f31917c26b6e6c4e6caf5eeb71e	3482269	released
14097406-af63-41eb-95cc-ec65e25f1d51	TCGA-KIRC.eaa9e86e-b465-475e-9a9a-605352a15c12.gene_level_copy_number.tsv	b798fad656102ea0f660183d43a29068	3482230	released
eb012bec-2006-4acc-b6cd-a491c04c749f	TCGA-HNSC.ce25ff73-eb5a-48b6-8e1d-1250522ecfdb.gene_level_copy_number.tsv	d3c273869d6ff161e44417b07e89b40f	3482272	released
4dc0b338-7ad2-4665-b40f-41f029250465	TCGA-HNSC.4b9bcf04-49fc-45c1-842b-7f8d26c7b8f0.gene_level_copy_number.tsv	f4fb923c473f3c3f050e8193116752a6	3482858	released
7f42b6b3-9a95-480f-bcd8-86ba69fa1430	TCGA-KIRC.84ef51f3-29bd-4c8d-be17-0930019f325c.gene_level_copy_number.tsv	cf40816bc0bb8a881975bce380110062	3482307	released
1a847551-5b7d-40ef-9823-869ab8470ec8	TCGA-HNSC.b7d84fc0-7393-4d0c-afe2-c5b31124d44b.gene_level_copy_number.tsv	04a2472aa442223fdffd24472fb30ed5	3482564	released
6d8eed8c-4ca4-4987-8035-7e17b1ff5036	TCGA-LAML.e69cf11a-3e89-4396-a97d-1eeb43d90af4.gene_level_copy_number.tsv	1d4cf0773890b76c197b5e5d3fc402d1	3482239	released
b4942064-0b9d-4746-b09d-799ef2acdc15	TCGA-LUSC.5bbd4cca-6e55-417d-a28d-16b5eec9e759.gene_level_copy_number.tsv	84629ebf30f2b4d9c02b444871acd4c0	3483578	released
6c412407-7a53-4510-8b01-3e44b3192e49	TCGA-LUSC.3dda2e58-5023-4872-b5fe-2ab588ebafbf.gene_level_copy_number.tsv	3eab98b7f3db82ca6cd1ae04aa7a34c4	3482092	released
60a0992a-d06f-4ee8-a430-69889cdfd299	TCGA-STAD.0ef5a35a-5c6b-469e-a07b-efd33d57ac97.gene_level_copy_number.tsv	688c38d6b3c3119e5b404661b3b9463c	3482263	released
7f8f64c2-57b1-49f0-b9e0-99d26aef235d	TCGA-LUSC.10ce51bd-d718-493f-b201-af407d89b923.gene_level_copy_number.tsv	a59e7fdd562d08e8fb6f37bb4567e878	3482726	released
3dbc25c5-92b3-4439-bfed-22a5dd17ecea	TCGA-LUSC.98b1f009-ae6a-4677-8099-7854dd17b0d4.gene_level_copy_number.tsv	9d92590efea8246da15587dd16ccb6b2	3482097	released
5e32c25c-e84b-4c5c-a264-71bdff4e3ecf	TCGA-LUSC.1ed508c7-de81-4bfe-aec2-d85a34e64daa.gene_level_copy_number.tsv	b21a8971b9a0f4fb88415d0991bf7691	3482895	released
d14d0072-c578-43fc-85bc-ac7157592771	TCGA-STAD.64b04b10-2a58-4c0f-bbf5-42f8ccde6984.gene_level_copy_number.tsv	133b25164778fbb8e00237f86664eece	3482131	released
91b4b65f-8cf7-4b52-afe5-fdaf730c23fb	TCGA-STAD.1604e884-267b-42d8-94fd-e37e9064bed5.gene_level_copy_number.tsv	59b72cd5009189e06de013fae62c64a0	3482619	released
bbfbce97-6f98-4b2b-885b-0cbe02828a56	TCGA-LUSC.9507ee4a-219b-46c0-a14d-29438dc0d319.gene_level_copy_number.tsv	0756eb28ff5d3628f4118eb34bdcc531	3482742	released
c13cfde3-0f34-40b5-8f7b-77452c2f8ca6	TCGA-COAD.8250aac3-7d76-4db3-98e0-e2298660c20c.gene_level_copy_number.tsv	159a815b3bb5354ebb792e58ebea1349	3482349	released
43d53d99-6c98-4a6a-9630-0350db8698af	TCGA-CESC.3b6e14c5-31d5-4828-8555-4d46c18e107a.gene_level_copy_number.tsv	a2efa27d10c8cb6c0f54410e54537e6c	3482010	released
80c2f123-fe17-4956-b58b-a7e7ccd9d98d	TCGA-CESC.267f3c42-0e84-4a22-9e23-64aae5439831.gene_level_copy_number.tsv	0da4d6576ea9566addbb496bdd2b54d1	3482278	released
505d3ee8-1925-40e8-8813-8f02f4462cf8	TCGA-COAD.e4efd493-a8a4-457d-ac89-55af752fba5a.gene_level_copy_number.tsv	7a00c8759c4edc72d31b143b38825189	3482272	released
ac13c1ff-c051-4258-9aca-83f30d5bfd62	TCGA-COAD.631b1ce4-f71d-4016-a418-77ac807cea98.gene_level_copy_number.tsv	888683b74d681b4b4cd0491ab544f695	3482442	released
4a374360-1400-4005-8fd8-45ee10a00a08	TCGA-COAD.de521140-daca-496c-a671-5dbaf099956a.gene_level_copy_number.tsv	c8238694877996095672d3a95bcf5f81	3482137	released
bb5ac057-2f26-4087-aaca-c089c0f2b27a	TCGA-COAD.56459c9a-5c25-46dd-a8ee-663e38c4aa8b.gene_level_copy_number.tsv	7320f2dfbe7512436d0f895af7b34088	3482355	released
01f2e900-121d-40c9-9ce6-c943f0800a3e	TCGA-CESC.a434839c-d61f-4864-ad76-ae82588e21e1.gene_level_copy_number.tsv	6fb4393e9a8039dd50abd8bf57bce2ff	3482228	released
a3ccaba0-73af-4f9c-a2df-41131dce1df6	TCGA-CESC.21cb455d-7f93-43fc-b985-a449d7688eae.gene_level_copy_number.tsv	677aad35becc243f96568bf61a4dc21f	3482348	released
1af1893b-0fa6-4726-8708-6be82a413e9d	TCGA-COAD.f891b8f8-bca1-42a0-ab60-13b37f264436.gene_level_copy_number.tsv	21c8cf3f09390327754c839152c2ef45	3482315	released
66466b09-50f9-405b-bd43-bbf58d82d49f	TCGA-COAD.227b8084-5c0d-4b3e-8ced-38e6e74aae49.gene_level_copy_number.tsv	e93a521e3e1ddebe7538f1b106d03918	3482346	released
2814e701-44f2-4b80-925a-a6d76b0c437b	TCGA-CESC.bbcba02a-f37e-4f6a-a973-b19e6c11ff31.gene_level_copy_number.tsv	468902e093868655d160ce0d6fad4eb5	3482278	released
8a601b71-5a7e-40c1-9dd6-5cc0909122be	TCGA-CESC.35d3de60-9a72-491f-aad6-77bd035bdbec.gene_level_copy_number.tsv	16592d572bf930a10bc35e4ddd678444	3482479	released
bb13a8c8-7d0f-4fe5-848a-4a5cf5453d96	TCGA-COAD.5ed9daf1-e824-47d8-95b4-356166220637.gene_level_copy_number.tsv	5ea31b1d928400e258c153d80deed983	3482239	released
3c220dd1-3ea4-4657-b02e-87f8ed77dd4b	TCGA-CESC.625f78c1-6dd9-4975-8d17-d30b6c55b9eb.gene_level_copy_number.tsv	8ccd8e842ce36751e332ac1c8583a8bb	3483153	released
5d214f08-e795-4512-9811-353880338d60	TCGA-COAD.9ed7335d-bee4-442d-b69f-84759f532077.gene_level_copy_number.tsv	b9473a0fff4c1cea8b91c2997bec64c1	3481994	released
c7478775-7b2c-466a-a7d4-879569d61612	TCGA-COAD.f591dd35-df1e-4b21-a2b2-7d986b117a33.gene_level_copy_number.tsv	a1ac7b42b9b03cca7dc2ce24126fd304	3482274	released
97f87683-b3a0-415e-81d0-5de823a15ea5	TCGA-COAD.f55259fc-eca4-4e8d-b76d-7a1fbd4f66c6.gene_level_copy_number.tsv	8122a029f92c8b748b66be279742a0cd	3482263	released
54e26c64-5924-41a6-9525-deb8019f2612	TCGA-CESC.6f8e775b-700b-4f49-87cf-67a827c1b2a1.gene_level_copy_number.tsv	634cead33673a228e8cdffee5fbef1e4	3482263	released
a6bfb96b-7a6e-4e68-945b-2686b35d8c61	TCGA-COAD.ad8ab2c5-ea25-4cc9-bdfb-786a25e1f765.gene_level_copy_number.tsv	34f7cdef09985dcbc11c85c1880fd725	3482315	released
14230f14-2491-4989-8946-8b930164c867	TCGA-CESC.62a4ad97-9432-45d6-a81b-78d84d58fac6.gene_level_copy_number.tsv	cfdc8ae4687d8adb0ef9b4d99f40ef06	3482840	released
ac9efd4c-4d74-4e67-9f87-a2e8eeb5dab8	TCGA-CESC.f4b82010-c076-46ae-8649-e688aa0e9ecb.gene_level_copy_number.tsv	b79ee07d04712571dcdbf66c1b752613	3482266	released
ee46820b-ab89-469a-a553-64b4e03f4b5b	TCGA-CESC.2310f784-17d8-41a9-8b0c-b42525d416ff.gene_level_copy_number.tsv	290b569d1024814e157393906ebcc772	3482272	released
8cde7159-9f5f-4d66-b5c8-dd75aea9c535	TCGA-CESC.e1ccaa92-37a9-488f-96e6-1d6f334a81b9.gene_level_copy_number.tsv	ccb5ce91672e187c3b472737b87b0ff8	3482147	released
9170d3c2-1c5b-4a73-abd8-478d75ff7ebd	TCGA-COAD.b6778bd8-75d2-4826-8323-6b4fb31ee7d2.gene_level_copy_number.tsv	059c137246249772106eaee940e47ca6	3482269	released
dfa21b66-db3f-4cd6-9145-942737057d99	TCGA-CESC.a07ed44e-0a4b-4b1a-b70e-ce68c1cb4231.gene_level_copy_number.tsv	065cbe2c7aae44a8063fa7580ae27358	3482275	released
75dc1faa-6534-45f2-a3fc-7a5e7272137a	TCGA-CESC.69eec0f0-fd09-45fe-b552-f41b92242a8e.gene_level_copy_number.tsv	6f2b2f38ccd0b8f6ddd9fbfb36c6f072	3482272	released
2a5ba1e9-6106-48cb-ae91-728dc446c2cf	TCGA-COAD.d6a1586d-e573-4cc7-8814-96c4222c229e.gene_level_copy_number.tsv	4801ddee86194d4fb07e1cd97091c7da	3482272	released
e06ccbfc-f045-47ac-ad45-09c6c99d061d	TCGA-COAD.81f5011d-4f2a-4fc4-8597-3bc27701c082.gene_level_copy_number.tsv	1db8e4ab0c817696b26ef91a17c97429	3482218	released
987a0b9c-5ab0-492e-9d16-f3d334162790	TCGA-COAD.d8ca83f0-95cf-4a6a-9baf-af6ed13ae0ca.gene_level_copy_number.tsv	6f89a0d80c1f3e8c0d0380e3dc81a58f	3482243	released
82c24249-060c-4f9e-983e-bac90db162ac	TCGA-CESC.8178da6d-6510-496d-be38-befdfbeaafd7.gene_level_copy_number.tsv	47fc7f66d4c1aaaaf9e4bbe2162fbe14	3482279	released
609860d2-ec6d-4d9b-95d5-a2b47387f2a1	TCGA-COAD.2e9cf4ed-abf2-4b08-a405-42fe478b54e2.gene_level_copy_number.tsv	475ab44e0d5b6adc89eef34cb45dacc8	3482133	released
ecd21fe2-42f5-436a-999a-a81c95a66044	TCGA-CESC.3eb07a33-4d0b-42fe-a681-459d5ae09a37.gene_level_copy_number.tsv	de5d08de3b5c714d0efe92f3ac032072	3482273	released
79d59720-f453-4aed-ab36-ebd73520f19e	TCGA-CESC.e4905edb-59ab-4a12-a9b7-a00c988db840.gene_level_copy_number.tsv	e138fe107623219890611c7dad0c2add	3482277	released
109d795b-4415-4e3e-9e71-61f97b74bf1e	TCGA-COAD.177d2edb-07c3-414c-ae5a-e233e412c5ca.gene_level_copy_number.tsv	ca70d41a984b24b2ff5e27f935f7b6f7	3482271	released
694bb9c9-c48d-44a3-ad0e-db7aa126c8c5	TCGA-COAD.3a522777-2675-4fb5-8351-3a08e2c09c63.gene_level_copy_number.tsv	54fee08ba59c685bf5db3dd7c2f32b53	3483176	released
7ffe5a14-6a1a-4abf-b375-97cb3d431f53	TCGA-CESC.81fd84e0-27b2-4740-b5b7-060f8d1af730.gene_level_copy_number.tsv	41f87faddea628d59c2438a156586061	3482288	released
4cb3ee6b-d571-43ea-a7d2-0acb5b498bce	TCGA-CESC.84cd0e64-327b-4560-8e9f-692037af4426.gene_level_copy_number.tsv	8db8038324d0fd81af514c2abd435fa8	3482278	released
ac55fc44-fcdd-46a8-84ad-6afe8dd2c307	TCGA-CESC.4720f00e-9441-4cf9-b80b-8616d2e8a4d2.gene_level_copy_number.tsv	56556dd620f4e2f3f32b0961de692af1	3482272	released
8485a9cd-5c36-4b6d-a1d2-9095db8dc32a	TCGA-COAD.cfd4127e-cd08-4f8c-b5b2-e440b452e044.gene_level_copy_number.tsv	1234bab6071333c38420c5ae4533edc5	3482279	released
72846bba-ac17-4db7-909a-8ea159018490	TCGA-COAD.578d6492-2a27-4532-be42-5bc97bdc965f.gene_level_copy_number.tsv	bde20f66dfe10a5163c5901e4aa55c6d	3482268	released
312b938c-ba2a-4889-ac78-bffdb6f51043	TCGA-COAD.268fed61-4093-47e8-9c7b-3356c32b8f45.gene_level_copy_number.tsv	d2210f563c7556338a8a8add7afe4c2f	3482278	released
7baa854a-226b-4b97-bbb9-7468b6a1bbf5	TCGA-CESC.429961e2-a202-4f7f-99f4-4a159b480c28.gene_level_copy_number.tsv	be487b56b1bd9515a860c15843b34a26	3482921	released
dc61be89-af0c-4954-a563-d59402e2d429	TCGA-COAD.cf02de20-a210-42a0-90e0-21c2e66e69a4.gene_level_copy_number.tsv	9fcccce801ab9b20328ffe6ff82c66e8	3482686	released
ffdff337-8e25-4df8-a514-c140656142ae	TCGA-CESC.4451bd7f-1d05-423d-879b-9a168a50afe3.gene_level_copy_number.tsv	b7771836b1c96f56c021694dd285e8f3	3483192	released
6b7288d2-d4e8-4743-a096-a91b7b8aae91	TCGA-CESC.1a939a8d-16d6-4edb-8661-76fa94015f80.gene_level_copy_number.tsv	e8e32a3ce3766a14f0c8e4f4b8abf1d6	3482273	released
8c23ad76-45cc-4bdb-90ba-1cc6c32f0e65	TCGA-CESC.3387f740-d44d-4fdc-81c5-e2cec69f607c.gene_level_copy_number.tsv	2f538b7bcb5afa50107f3fc4c8101966	3482494	released
26e77cec-2611-4afa-a2d5-ec12a89d5c09	TCGA-CESC.8310aad7-e4ee-47bd-9861-d03ee458b1f1.gene_level_copy_number.tsv	e1da66bdbe2ffdcfc5751800cd3411c6	3482143	released
81ab7ec0-33e3-4aac-9009-69e76d07b8ad	TCGA-CESC.bcf45ae5-15fc-466a-a9f8-ca9296694025.gene_level_copy_number.tsv	7d346e02684db31e543eb7a041afc451	3482402	released
271918b6-05dc-4cfb-a02c-e1c8368788fa	TCGA-COAD.dc06c8cc-003e-44e0-b566-6565273deb37.gene_level_copy_number.tsv	6dbe28cf274996fc23cf871801eb8645	3487955	released
b6924114-4cf2-4fd8-b6ed-96dae8dbeb53	TCGA-COAD.f4fdfc95-f9c9-4f46-9e32-d05b830edcc6.gene_level_copy_number.tsv	b03dbd55e4183d4aa034543c408fe3fc	3483292	released
600b634f-34b0-4e14-937e-6bbc60cccc78	TCGA-COAD.c45a2b48-2777-4a68-9aa3-41967c509406.gene_level_copy_number.tsv	c623188d99a6a49f1b51eb137c4c203a	3482510	released
658bd92e-a095-4662-afc3-4e76ee606cd0	TCGA-OV.17fad821-42e6-4165-b2ec-55e98864d94b.gene_level_copy_number.tsv	7468f1f5bc57cb623cc45f33888d2a62	3482755	released
7a89d217-ec9e-4621-9bce-9a670e952d00	TCGA-UCS.f3533e94-f784-4ab8-a62b-06bce367d282.gene_level_copy_number.tsv	0531214c77fa918cdf16a6934ea1d0c8	3483082	released
c66fb4fc-3cb5-4154-8283-7bb3b0f8ed41	TCGA-GBM.e2c988a5-4d1f-425b-88a7-103d4413424e.gene_level_copy_number.tsv	4d59d53d61f97fb00d9924093ff46fcf	3482359	released
6162d03c-0e82-4253-8a0c-811e4aed3871	TCGA-OV.aab18c3a-4453-43e9-aa21-1abcfe39f526.gene_level_copy_number.tsv	7a21527b3f49fe22371d42944dcc0a0b	3482125	released
26ca058e-e09f-4a62-871d-624666306aa8	TCGA-GBM.78f6c586-1ac2-48f3-a7b0-92d5fea00787.gene_level_copy_number.tsv	36979eb5d926fa5b9ff1e9baff609264	3482249	released
509d01a5-4a7a-4762-9a6a-cf1bd5d2cddf	TCGA-GBM.f9a04272-8368-409f-9367-5f12a02e98fb.gene_level_copy_number.tsv	16d7deb34ef5d3f209f02e7e37680664	3482269	released
9d69c966-083e-4336-ad8d-0d94b641d6b4	TCGA-OV.90cade38-c7fd-407c-aba9-72c9dbc53a5e.gene_level_copy_number.tsv	eba2158adaff85a35bad61042c1d7833	3482242	released
a648fa86-cf8b-402b-b757-5315b6f9e358	TCGA-OV.087e0085-480e-4f55-afa6-d48b2b42a960.gene_level_copy_number.tsv	1a19b893b0593bb2b97aee5c46001539	3482978	released
2a6d6e85-b188-4cb3-9e08-3e3437426530	TCGA-UCS.61ffb5f7-0621-4023-88c9-3d876589a67f.gene_level_copy_number.tsv	78d8ec97ca003b349b51189b302c8585	3482283	released
b4bf780c-b745-43a8-9e82-e4110f49a0da	TCGA-OV.794b6a48-f610-4711-8b1a-4736252c8bea.gene_level_copy_number.tsv	97fd47d05b780679ff5a40382e48125f	3482384	released
ffbf425a-45c3-47ff-be7a-ed5e1105bde9	TCGA-OV.d71d3446-dc5c-491c-a2a8-930aeb4c256e.gene_level_copy_number.tsv	39fcbd6cf49fb36b9675ee61ff6f9df3	3482272	released
c4511e53-9857-4482-afda-d30dd5d67c53	TCGA-OV.59734a4a-9daf-4a2f-b772-443dc12a9100.gene_level_copy_number.tsv	53e998ee3a2497a5933644d512c210fe	3484504	released
0c4b8c27-484b-4b80-817c-9bdaa0733de1	TCGA-GBM.b1f7b752-7134-4f49-bd77-e59761c4d1bb.gene_level_copy_number.tsv	83a5ef3fd8807d89dde1813f0a38d426	3482287	released
34dfe2f9-d903-42c7-adef-c0344b13b09e	TCGA-GBM.b211db7a-e9e4-44d5-a225-82dbcd049bcd.gene_level_copy_number.tsv	db1a20e0b7002c3514c5577f4d7defdf	3482530	released
5b49713b-4143-4ecd-b078-2d311b96e8a2	TCGA-GBM.118d5604-532e-462c-a5a2-73f09b60a8d3.gene_level_copy_number.tsv	3a5fd0f4bdf8cb344f06bb605d3c8cd9	3482383	released
e77d0846-925a-46d7-8e3f-ba26bf1765e1	TCGA-UCS.6a58efd3-b8c0-4910-8678-a8fef9e1d55a.gene_level_copy_number.tsv	b9af755f9d72f23f7dd38f77a0a5e5e7	3483875	released
d077a241-5f4c-43c6-8a4b-055fd126b3a4	TCGA-GBM.d1fb5921-a32f-4adc-b4f6-40739cfddbf7.gene_level_copy_number.tsv	2ed15c720ad5d9f6de2510acb7b5e7d4	3482271	released
c2474d9d-ff54-4d19-9b64-7a8ba9668d2a	TCGA-OV.70af5fdb-fd28-4671-9532-38438ac83d75.gene_level_copy_number.tsv	1f3117c5ece647453d36a48e2d4ca596	3482131	released
4f5d5448-4142-4bc0-9a3b-b10c4e8d8c79	TCGA-OV.93d96010-3670-4f45-97dc-90437772e893.gene_level_copy_number.tsv	c2d35df3792301fcf1f7f950517c21db	3482242	released
